filename,width,height,class,xmin,ymin,xmax,ymax
r142_jpg.rf.4d8407ce5b7212590ac627a03801d957.jpg,640,640,Vest,48,140,177,356
r142_jpg.rf.4d8407ce5b7212590ac627a03801d957.jpg,640,640,Boots,150,459,200,523
r142_jpg.rf.4d8407ce5b7212590ac627a03801d957.jpg,640,640,Person,0,82,210,530
r142_jpg.rf.4d8407ce5b7212590ac627a03801d957.jpg,640,640,Person,188,0,397,543
r142_jpg.rf.4d8407ce5b7212590ac627a03801d957.jpg,640,640,Person,386,5,640,550
Video4_50_jpg.rf.4e2afbeb6e734b55d7f07f4dd8abcc25.jpg,640,640,Vest,256,134,443,327
Video4_50_jpg.rf.4e2afbeb6e734b55d7f07f4dd8abcc25.jpg,640,640,Boots,256,445,343,551
Video4_50_jpg.rf.4e2afbeb6e734b55d7f07f4dd8abcc25.jpg,640,640,Boots,354,430,466,526
Video4_50_jpg.rf.4e2afbeb6e734b55d7f07f4dd8abcc25.jpg,640,640,Helmet,241,23,389,85
Video4_50_jpg.rf.4e2afbeb6e734b55d7f07f4dd8abcc25.jpg,640,640,Person,174,22,489,554
AightOne0873_jpg.rf.4e0294fd4c391ccb9ad890528300a21a.jpg,640,640,Vest,216,371,236,421
AightOne0873_jpg.rf.4e0294fd4c391ccb9ad890528300a21a.jpg,640,640,Vest,209,381,219,421
Twalv0247_jpg.rf.4ea8de80fb48e795c458d6a7259cf13b.jpg,640,640,Vest,0,212,200,397
image_165_jpg.rf.4e0d5a88f6009f86ea45c1da0dfd5381.jpg,640,640,Vest,279,184,388,400
image_165_jpg.rf.4e0d5a88f6009f86ea45c1da0dfd5381.jpg,640,640,Boots,299,550,338,622
image_165_jpg.rf.4e0d5a88f6009f86ea45c1da0dfd5381.jpg,640,640,Boots,354,572,405,640
image_165_jpg.rf.4e0d5a88f6009f86ea45c1da0dfd5381.jpg,640,640,Person,186,85,478,640
image_253_jpg.rf.4f67ae2d5083e16d5ce8f24743aace24.jpg,640,640,Vest,274,179,374,398
image_253_jpg.rf.4f67ae2d5083e16d5ce8f24743aace24.jpg,640,640,Boots,284,575,354,632
image_253_jpg.rf.4f67ae2d5083e16d5ce8f24743aace24.jpg,640,640,Boots,312,561,368,608
image_253_jpg.rf.4f67ae2d5083e16d5ce8f24743aace24.jpg,640,640,Person,240,92,402,640
Twalv0247_jpg.rf.4f991701bca45076674518180e256a02.jpg,640,640,Vest,0,212,200,397
image_164_jpg.rf.4ed36b4f9100b902c624b191d419e6c6.jpg,640,640,Helmet,205,99,252,149
image_164_jpg.rf.4ed36b4f9100b902c624b191d419e6c6.jpg,640,640,Vest,195,195,290,335
image_164_jpg.rf.4ed36b4f9100b902c624b191d419e6c6.jpg,640,640,Boots,226,535,253,585
image_164_jpg.rf.4ed36b4f9100b902c624b191d419e6c6.jpg,640,640,Boots,257,535,284,584
image_164_jpg.rf.4ed36b4f9100b902c624b191d419e6c6.jpg,640,640,Person,83,84,366,593
Video4_48_jpg.rf.4fbb4002b3314aa85996f2c12b38508f.jpg,640,640,Vest,226,134,415,323
Video4_48_jpg.rf.4fbb4002b3314aa85996f2c12b38508f.jpg,640,640,Boots,238,443,320,544
Video4_48_jpg.rf.4fbb4002b3314aa85996f2c12b38508f.jpg,640,640,Boots,331,425,441,521
Video4_48_jpg.rf.4fbb4002b3314aa85996f2c12b38508f.jpg,640,640,Helmet,226,28,358,86
Video4_48_jpg.rf.4fbb4002b3314aa85996f2c12b38508f.jpg,640,640,Person,160,22,468,541
image_175_jpg.rf.4fca3f6734b717dd3307585c9cafbd3f.jpg,640,640,Vest,230,183,349,387
image_175_jpg.rf.4fca3f6734b717dd3307585c9cafbd3f.jpg,640,640,Helmet,256,76,310,128
image_175_jpg.rf.4fca3f6734b717dd3307585c9cafbd3f.jpg,640,640,Boots,268,560,297,628
image_175_jpg.rf.4fca3f6734b717dd3307585c9cafbd3f.jpg,640,640,Boots,295,572,341,636
image_175_jpg.rf.4fca3f6734b717dd3307585c9cafbd3f.jpg,640,640,Person,80,73,496,640
gettyimages-1036354066-612x612_jpg.rf.5002d4086519199c42fb2082ff456601.jpg,640,640,Helmet,345,169,446,273
gettyimages-1036354066-612x612_jpg.rf.5002d4086519199c42fb2082ff456601.jpg,640,640,Vest,278,364,524,640
gettyimages-1036354066-612x612_jpg.rf.5002d4086519199c42fb2082ff456601.jpg,640,640,Person,271,153,579,640
Video3_28_jpg.rf.4fc18dcc216425aaf5e1e8285a1b4d22.jpg,640,640,Vest,256,216,418,367
Video3_28_jpg.rf.4fc18dcc216425aaf5e1e8285a1b4d22.jpg,640,640,Boots,229,486,299,587
Video3_28_jpg.rf.4fc18dcc216425aaf5e1e8285a1b4d22.jpg,640,640,Boots,319,460,381,553
Video3_28_jpg.rf.4fc18dcc216425aaf5e1e8285a1b4d22.jpg,640,640,Helmet,290,129,400,178
Video3_28_jpg.rf.4fc18dcc216425aaf5e1e8285a1b4d22.jpg,640,640,Person,188,128,496,596
Twalv1015_jpg.rf.502d0f4144fa71989f69995d78612606.jpg,640,640,Vest,205,208,507,402
Video4_74_jpg.rf.508bd4fe183166f001929538f9a39877.jpg,640,640,Vest,191,143,420,348
Video4_74_jpg.rf.508bd4fe183166f001929538f9a39877.jpg,640,640,Boots,256,487,395,590
Video4_74_jpg.rf.508bd4fe183166f001929538f9a39877.jpg,640,640,Boots,322,456,457,539
Video4_74_jpg.rf.508bd4fe183166f001929538f9a39877.jpg,640,640,Helmet,241,30,399,94
Video4_74_jpg.rf.508bd4fe183166f001929538f9a39877.jpg,640,640,Person,193,24,501,592
Video2_15_jpg.rf.50bface1a4b6ed75f182ee953e063925.jpg,640,640,Vest,299,184,379,253
Video2_15_jpg.rf.50bface1a4b6ed75f182ee953e063925.jpg,640,640,Boots,292,303,317,339
Video2_15_jpg.rf.50bface1a4b6ed75f182ee953e063925.jpg,640,640,Boots,330,308,372,349
Video2_15_jpg.rf.50bface1a4b6ed75f182ee953e063925.jpg,640,640,Helmet,315,145,366,171
Video2_15_jpg.rf.50bface1a4b6ed75f182ee953e063925.jpg,640,640,Person,272,138,402,356
image_179_jpg.rf.50123426f685385e921413d74d0d27d5.jpg,640,640,Vest,274,183,381,389
image_179_jpg.rf.50123426f685385e921413d74d0d27d5.jpg,640,640,Boots,302,557,334,620
image_179_jpg.rf.50123426f685385e921413d74d0d27d5.jpg,640,640,Boots,334,559,371,622
image_179_jpg.rf.50123426f685385e921413d74d0d27d5.jpg,640,640,Person,213,83,440,640
AightOne0138_jpg.rf.50862af9fcd16a2db6ad5af13d28ef6b.jpg,640,640,Vest,168,372,199,430
r15_jpg.rf.50e35225cd862238498de4d447245d7d.jpg,640,640,Vest,50,333,204,613
r15_jpg.rf.50e35225cd862238498de4d447245d7d.jpg,640,640,Vest,226,344,390,612
r15_jpg.rf.50e35225cd862238498de4d447245d7d.jpg,640,640,Vest,417,348,578,631
r15_jpg.rf.50e35225cd862238498de4d447245d7d.jpg,640,640,Person,0,207,236,640
r15_jpg.rf.50e35225cd862238498de4d447245d7d.jpg,640,640,Person,182,199,428,640
r15_jpg.rf.50e35225cd862238498de4d447245d7d.jpg,640,640,Person,368,210,611,640
Tan0500500_jpg.rf.50edf7f8ae54eeeb3bd2b4fd245ac370.jpg,640,640,Vest,288,163,518,445
Tan0500500_jpg.rf.50edf7f8ae54eeeb3bd2b4fd245ac370.jpg,640,640,Helmet,370,34,490,99
r129_jpg.rf.51830dcac869fae09e8208eb6cfdbc02.jpg,640,640,Helmet,457,182,551,257
r129_jpg.rf.51830dcac869fae09e8208eb6cfdbc02.jpg,640,640,Vest,388,272,566,493
r129_jpg.rf.51830dcac869fae09e8208eb6cfdbc02.jpg,640,640,Vest,86,264,258,506
r129_jpg.rf.51830dcac869fae09e8208eb6cfdbc02.jpg,640,640,Person,350,178,611,581
r129_jpg.rf.51830dcac869fae09e8208eb6cfdbc02.jpg,640,640,Person,50,175,297,589
Safety-goggles_6_jpeg.rf.5122bf615b942c7d589e8b45dac037a5.jpg,640,640,Glass,142,226,305,338
Safety-goggles_6_jpeg.rf.5122bf615b942c7d589e8b45dac037a5.jpg,640,640,Helmet,24,144,288,395
Video3_288_jpg.rf.523fa1aa9c5d17b8ac3754a5035450b2.jpg,640,640,Vest,343,112,525,278
Video3_288_jpg.rf.523fa1aa9c5d17b8ac3754a5035450b2.jpg,640,640,Boots,278,390,381,481
Video3_288_jpg.rf.523fa1aa9c5d17b8ac3754a5035450b2.jpg,640,640,Boots,448,382,512,475
Video3_288_jpg.rf.523fa1aa9c5d17b8ac3754a5035450b2.jpg,640,640,Helmet,395,10,514,57
Video3_288_jpg.rf.523fa1aa9c5d17b8ac3754a5035450b2.jpg,640,640,Person,272,14,590,483
Video1_211_jpg.rf.518be6785039a74b93f10d19e6735d43.jpg,640,640,Vest,187,136,331,253
Video1_211_jpg.rf.518be6785039a74b93f10d19e6735d43.jpg,640,640,Boots,224,336,272,403
Video1_211_jpg.rf.518be6785039a74b93f10d19e6735d43.jpg,640,640,Boots,297,334,357,403
Video1_211_jpg.rf.518be6785039a74b93f10d19e6735d43.jpg,640,640,Helmet,203,72,279,106
Video1_211_jpg.rf.518be6785039a74b93f10d19e6735d43.jpg,640,640,Person,157,70,365,414
47_JPG_jpg.rf.524671d3b1760abefab30ae794fdb511.jpg,640,640,Helmet,258,79,407,139
47_JPG_jpg.rf.524671d3b1760abefab30ae794fdb511.jpg,640,640,Person,165,83,497,640
Video2_5_jpg.rf.52d94313ba495c4bbc9d1e8d128e4cfb.jpg,640,640,Vest,315,185,386,245
Video2_5_jpg.rf.52d94313ba495c4bbc9d1e8d128e4cfb.jpg,640,640,Boots,345,291,377,328
Video2_5_jpg.rf.52d94313ba495c4bbc9d1e8d128e4cfb.jpg,640,640,Boots,303,288,326,318
Video2_5_jpg.rf.52d94313ba495c4bbc9d1e8d128e4cfb.jpg,640,640,Helmet,331,150,372,169
Video2_5_jpg.rf.52d94313ba495c4bbc9d1e8d128e4cfb.jpg,640,640,Person,296,153,408,332
image_221_jpg.rf.5219e7f307f2a89f18ed8601950be344.jpg,640,640,Helmet,458,321,548,403
image_221_jpg.rf.5219e7f307f2a89f18ed8601950be344.jpg,640,640,Vest,263,182,381,415
image_221_jpg.rf.5219e7f307f2a89f18ed8601950be344.jpg,640,640,Boots,268,559,302,628
image_221_jpg.rf.5219e7f307f2a89f18ed8601950be344.jpg,640,640,Boots,317,580,364,640
image_221_jpg.rf.5219e7f307f2a89f18ed8601950be344.jpg,640,640,Person,226,85,451,640
r169_jpg.rf.52655b26894516dc54a2ef62e01bc5ee.jpg,640,640,Vest,41,166,140,319
r169_jpg.rf.52655b26894516dc54a2ef62e01bc5ee.jpg,640,640,Vest,169,198,252,373
r169_jpg.rf.52655b26894516dc54a2ef62e01bc5ee.jpg,640,640,Vest,320,133,556,476
r169_jpg.rf.52655b26894516dc54a2ef62e01bc5ee.jpg,640,640,Vest,134,436,247,540
r169_jpg.rf.52655b26894516dc54a2ef62e01bc5ee.jpg,640,640,Vest,52,465,141,566
r169_jpg.rf.52655b26894516dc54a2ef62e01bc5ee.jpg,640,640,Person,130,390,260,640
r169_jpg.rf.52655b26894516dc54a2ef62e01bc5ee.jpg,640,640,Person,25,416,149,640
r169_jpg.rf.52655b26894516dc54a2ef62e01bc5ee.jpg,640,640,Person,23,100,171,382
r169_jpg.rf.52655b26894516dc54a2ef62e01bc5ee.jpg,640,640,Person,153,122,261,379
image_181_jpg.rf.52cf3de191a31cd77ead055a01b73c97.jpg,640,640,Vest,233,180,346,384
image_181_jpg.rf.52cf3de191a31cd77ead055a01b73c97.jpg,640,640,Helmet,253,76,306,124
image_181_jpg.rf.52cf3de191a31cd77ead055a01b73c97.jpg,640,640,Boots,267,565,299,631
image_181_jpg.rf.52cf3de191a31cd77ead055a01b73c97.jpg,640,640,Boots,299,567,338,632
image_181_jpg.rf.52cf3de191a31cd77ead055a01b73c97.jpg,640,640,Person,63,62,505,640
image_226_jpg.rf.52efa4781ff3c9092d40e41472fa50a1.jpg,640,640,Vest,231,185,340,401
image_226_jpg.rf.52efa4781ff3c9092d40e41472fa50a1.jpg,640,640,Boots,266,563,301,629
image_226_jpg.rf.52efa4781ff3c9092d40e41472fa50a1.jpg,640,640,Boots,300,567,338,635
image_226_jpg.rf.52efa4781ff3c9092d40e41472fa50a1.jpg,640,640,Person,193,94,388,640
Video1_3_jpg.rf.538822e2eac6241a5de8846d69fd3c21.jpg,640,640,Person,198,89,427,449
Video1_3_jpg.rf.538822e2eac6241a5de8846d69fd3c21.jpg,640,640,Vest,240,162,390,290
Video1_3_jpg.rf.538822e2eac6241a5de8846d69fd3c21.jpg,640,640,Boots,247,371,293,448
Video1_3_jpg.rf.538822e2eac6241a5de8846d69fd3c21.jpg,640,640,Boots,329,375,393,445
Video1_3_jpg.rf.538822e2eac6241a5de8846d69fd3c21.jpg,640,640,Helmet,265,90,350,126
image_175_jpg.rf.5335522a9a6f50d2305e8fb78e58bf89.jpg,640,640,Vest,230,183,349,387
